Parámetros del algoritmo
------------------------
Algoritmo: BusquedaTabu
Dataset: ford02.dat
Semilla: 77645037

Solución inicial y su coste
---------------------------
[5, 1, 6, 11, 17, 13, 15, 2, 8, 12, 9, 19, 18, 7, 4, 3, 10, 0, 16, 14]
Coste: 31116

Evolución de la búsqueda
------------------------
Intercambio (7, 10) -> Peor solución (coste 31466) — no aceptada
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
Intercambio (5, 9) -> Peor solución (coste 31206) — no aceptada
Intercambio (5, 9) -> Nueva solución con coste 31096
Intercambio (2, 12) -> Peor solución (coste 31140) — no aceptada
Intercambio (2, 12) -> Nueva solución con coste 31096
